Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
423-57-2993,Galle,Galle,Normal,Male,Travel Packs & Gear,28017,6,8405.1,176507.1,3/27/2019,7:18:00 PM,Mobile Payment,168102,4.761904762,8405.1,10
894-41-5205,Kandy,Kandy,Normal,Female,Grocery & Snacks,12954,8,5181.6,108813.6,1/19/2019,7:39:00 PM,Credit Card,103632,4.761904762,5181.6,8.3
275-28-0149,Colombo,Colombo,Normal,Male,Travel Packs & Gear,19107,1,955.35,20062.35,2/25/2019,4:21:00 PM,Cash,19107,4.761904762,955.35,6
101-17-6199,Colombo,Colombo,Normal,Male,Grocery & Snacks,13737,7,4807.95,100966.95,3/13/2019,7:44:00 PM,Credit Card,96159,4.761904762,4807.95,7
423-80-0988,Kandy,Kandy,Normal,Male,Travel Packs & Gear,22920,2,2292,48132,1/30/2019,7:42:00 PM,Mobile Payment,45840,4.761904762,2292,6.5
548-46-9322,Galle,Galle,Normal,Male,Grocery & Snacks,11970,10,5985,125685,2/20/2019,3:24:00 PM,Credit Card,119700,4.761904762,5985,5.9
505-02-0892,Galle,Galle,Member,Male,Ayurvedic & Personal Care,12771,8,5108.4,107276.4,2/25/2019,2:12:00 PM,Mobile Payment,102168,4.761904762,5108.4,5.6
234-65-2137,Kandy,Kandy,Normal,Male,Household Essentials,28674,10,14337,301077,1/16/2019,1:32:00 PM,Cash,286740,4.761904762,14337,4.8
687-47-8271,Colombo,Colombo,Normal,Male,Apparel & Footwear,29694,10,14847,311787,2/8/2019,4:20:00 PM,Credit Card,296940,4.761904762,14847,8.7
796-32-9050,Colombo,Colombo,Normal,Male,Grocery & Snacks,15384,6,4615.2,96919.2,1/19/2019,4:31:00 PM,Cash,92304,4.761904762,4615.2,6.5
105-31-1824,Colombo,Colombo,Member,Male,Travel Packs & Gear,20856,7,7299.6,153291.6,2/1/2019,3:10:00 PM,Credit Card,145992,4.761904762,7299.6,8.5
249-42-3782,Colombo,Colombo,Normal,Male,Ayurvedic & Personal Care,21003,5,5250.75,110265.75,1/3/2019,11:36:00 AM,Mobile Payment,105015,4.761904762,5250.75,5.5
316-55-4634,Galle,Galle,Member,Male,Grocery & Snacks,24015,5,6003.75,126078.75,1/26/2019,12:45:00 PM,Credit Card,120075,4.761904762,6003.75,9.4
733-33-4967,Kandy,Kandy,Normal,Male,Mobile & Accessories,6255,8,2502,52542,3/3/2019,7:17:00 PM,Cash,50040,4.761904762,2502,6.3
608-27-6295,Galle,Galle,Member,Male,Mobile & Accessories,15867,6,4760.1,99962.1,1/19/2019,5:34:00 PM,Credit Card,95202,4.761904762,4760.1,9.8
414-12-7047,Galle,Galle,Normal,Male,Grocery & Snacks,5937,8,2374.8,49870.8,1/18/2019,12:04:00 PM,Mobile Payment,47496,4.761904762,2374.8,8.7
827-26-2100,Colombo,Colombo,Member,Male,Household Essentials,10152,9,4568.4,95936.4,3/21/2019,4:21:00 PM,Mobile Payment,91368,4.761904762,4568.4,8.8
175-54-2529,Colombo,Colombo,Member,Male,Grocery & Snacks,6651,8,2660.4,55868.4,3/3/2019,5:01:00 PM,Credit Card,53208,4.761904762,2660.4,9.6
139-52-2867,Kandy,Kandy,Normal,Female,Apparel & Footwear,6753,7,2363.55,49634.55,2/13/2019,10:50:00 AM,Credit Card,47271,4.761904762,2363.55,4.8
407-63-8975,Colombo,Colombo,Normal,Male,Grocery & Snacks,22164,6,6649.2,139633.2,3/23/2019,7:16:00 PM,Mobile Payment,132984,4.761904762,6649.2,4.4
342-65-4817,Kandy,Kandy,Member,Male,Ayurvedic & Personal Care,26040,3,3906,82026,1/28/2019,4:47:00 PM,Mobile Payment,78120,4.761904762,3906,9.9
130-98-8941,Kandy,Kandy,Normal,Male,Apparel & Footwear,19278,7,6747.3,141693.3,2/9/2019,10:00:00 AM,Cash,134946,4.761904762,6747.3,5.7
434-83-9547,Kandy,Kandy,Member,Male,Grocery & Snacks,11541,8,4616.4,96944.4,1/23/2019,11:51:00 AM,Cash,92328,4.761904762,4616.4,7.7
851-28-6367,Colombo,Colombo,Member,Male,Travel Packs & Gear,4650,10,2325,48825,3/23/2019,10:55:00 AM,Mobile Payment,46500,4.761904762,2325,8
824-88-3614,Kandy,Kandy,Normal,Male,Ayurvedic & Personal Care,10293,8,4117.2,86461.2,1/25/2019,3:00:00 PM,Mobile Payment,82344,4.761904762,4117.2,5.7
586-25-0848,Colombo,Colombo,Normal,Female,Travel Packs & Gear,3702,7,1295.7,27209.7,3/4/2019,11:19:00 AM,Credit Card,25914,4.761904762,1295.7,6.7
895-66-0685,Galle,Galle,Member,Male,Grocery & Snacks,5424,3,813.6,17085.6,3/5/2019,7:46:00 PM,Mobile Payment,16272,4.761904762,813.6,8
305-14-0245,Galle,Galle,Member,Female,Household Essentials,28347,8,11338.8,238114.8,3/3/2019,7:00:00 PM,Mobile Payment,226776,4.761904762,11338.8,7.5
732-04-5373,Galle,Galle,Member,Male,Household Essentials,13941,4,2788.2,58552.2,2/8/2019,10:53:00 AM,Cash,55764,4.761904762,2788.2,7
400-60-7251,Colombo,Colombo,Normal,Male,Household Essentials,22221,1,1111.05,23332.05,2/10/2019,12:50:00 PM,Mobile Payment,22221,4.761904762,1111.05,9.9
593-65-1552,Kandy,Kandy,Normal,Female,Household Essentials,20943,4,4188.6,87960.6,1/28/2019,8:50:00 PM,Credit Card,83772,4.761904762,4188.6,5.9
284-34-9626,Galle,Galle,Normal,Female,Household Essentials,23112,3,3466.8,72802.8,2/11/2019,10:39:00 AM,Credit Card,69336,4.761904762,3466.8,7.2
437-58-8131,Galle,Galle,Normal,Female,Apparel & Footwear,22056,2,2205.6,46317.6,1/15/2019,1:41:00 PM,Mobile Payment,44112,4.761904762,2205.6,4.6
286-43-6208,Kandy,Kandy,Normal,Female,Grocery & Snacks,26340,9,11853,248913,3/16/2019,7:08:00 PM,Cash,237060,4.761904762,11853,9.2
641-43-2399,Galle,Galle,Normal,Male,Household Essentials,7665,4,1533,32193,1/26/2019,8:23:00 PM,Mobile Payment,30660,4.761904762,1533,5.7
831-07-6050,Colombo,Colombo,Normal,Male,Mobile & Accessories,9813,5,2453.25,51518.25,3/19/2019,11:30:00 AM,Credit Card,49065,4.761904762,2453.25,9.9
556-86-3144,Kandy,Kandy,Member,Female,Apparel & Footwear,22287,1,1114.35,23401.35,1/13/2019,7:30:00 PM,Cash,22287,4.761904762,1114.35,5
848-24-9445,Kandy,Kandy,Member,Male,Ayurvedic & Personal Care,13110,2,1311,27531,3/26/2019,6:03:00 PM,Cash,26220,4.761904762,1311,4.9
856-22-8149,Colombo,Colombo,Normal,Female,Household Essentials,7587,1,379.35,7966.35,3/23/2019,10:13:00 AM,Mobile Payment,7587,4.761904762,379.35,6.1
699-01-4164,Kandy,Kandy,Normal,Male,Ayurvedic & Personal Care,12450,4,2490,52290,3/12/2019,7:58:00 PM,Credit Card,49800,4.761904762,2490,8.2
420-11-4919,Kandy,Kandy,Member,Female,Grocery & Snacks,21417,5,5354.25,112439.25,2/17/2019,7:57:00 PM,Credit Card,107085,4.761904762,5354.25,5.5
606-80-4905,Kandy,Kandy,Member,Female,Travel Packs & Gear,5745,6,1723.5,36193.5,1/29/2019,10:01:00 AM,Credit Card,34470,4.761904762,1723.5,6.8
542-41-0513,Galle,Galle,Member,Female,Mobile & Accessories,17247,4,3449.4,72437.4,3/15/2019,11:57:00 AM,Cash,68988,4.761904762,3449.4,6.6
426-39-2418,Kandy,Kandy,Normal,Male,Mobile & Accessories,18423,7,6448.05,135409.05,1/14/2019,10:02:00 AM,Cash,128961,4.761904762,6448.05,9.8
875-46-5808,Galle,Galle,Member,Male,Ayurvedic & Personal Care,7770,10,3885,81585,2/6/2019,2:51:00 PM,Mobile Payment,77700,4.761904762,3885,8.7
394-43-4238,Galle,Galle,Member,Male,Household Essentials,5331,5,1332.75,27987.75,2/15/2019,12:42:00 PM,Credit Card,26655,4.761904762,1332.75,5.4
749-24-1565,Colombo,Colombo,Normal,Female,Ayurvedic & Personal Care,6909,9,3109.05,65290.05,1/3/2019,12:02:00 PM,Mobile Payment,62181,4.761904762,3109.05,7.9
672-51-8681,Kandy,Kandy,Member,Female,Mobile & Accessories,19995,9,8997.75,188952.75,1/4/2019,6:19:00 PM,Credit Card,179955,4.761904762,8997.75,9.7
263-87-5680,Kandy,Kandy,Member,Female,Household Essentials,8559,10,4279.5,89869.5,3/18/2019,5:38:00 PM,Mobile Payment,85590,4.761904762,4279.5,7.8
573-58-9734,Galle,Galle,Normal,Female,Apparel & Footwear,9111,3,1366.65,28699.65,3/28/2019,1:41:00 PM,Mobile Payment,27333,4.761904762,1366.65,5.1
817-69-8206,Galle,Galle,Normal,Female,Mobile & Accessories,29919,9,13463.55,282734.55,3/2/2019,7:42:00 PM,Credit Card,269271,4.761904762,13463.55,6.5
888-02-0338,Colombo,Colombo,Normal,Male,Mobile & Accessories,7869,9,3541.05,74362.05,1/25/2019,8:24:00 PM,Mobile Payment,70821,4.761904762,3541.05,5.9
677-11-0152,Kandy,Kandy,Normal,Female,Grocery & Snacks,27978,9,12590.1,264392.1,1/16/2019,6:08:00 PM,Cash,251802,4.761904762,12590.1,8.8
142-63-6033,Galle,Galle,Normal,Male,Household Essentials,27708,5,6927,145467,3/20/2019,7:17:00 PM,Mobile Payment,138540,4.761904762,6927,4.9
656-16-1063,Galle,Galle,Normal,Male,Travel Packs & Gear,13926,3,2088.9,43866.9,1/4/2019,1:24:00 PM,Credit Card,41778,4.761904762,2088.9,4.4
891-58-8335,Galle,Galle,Member,Female,Travel Packs & Gear,8883,7,3109.05,65290.05,3/11/2019,3:53:00 PM,Cash,62181,4.761904762,3109.05,6.5
802-43-8934,Colombo,Colombo,Normal,Male,Household Essentials,5484,1,274.2,5758.2,3/22/2019,3:05:00 PM,Credit Card,5484,4.761904762,274.2,8.3
560-30-5617,Galle,Galle,Normal,Female,Travel Packs & Gear,7431,5,1857.75,39012.75,3/24/2019,6:27:00 PM,Cash,37155,4.761904762,1857.75,8.5
319-74-2561,Colombo,Colombo,Member,Female,Mobile & Accessories,28392,3,4258.8,89434.8,2/21/2019,4:55:00 PM,Cash,85176,4.761904762,4258.8,5.5
549-03-9315,Galle,Galle,Normal,Male,Apparel & Footwear,28461,8,11384.4,239072.4,2/12/2019,12:58:00 PM,Mobile Payment,227688,4.761904762,11384.4,8.7
790-29-1172,Galle,Galle,Normal,Female,Grocery & Snacks,17202,3,2580.3,54186.3,3/10/2019,6:59:00 PM,Credit Card,51606,4.761904762,2580.3,7.9
239-36-3640,Galle,Galle,Normal,Male,Mobile & Accessories,13605,6,4081.5,85711.5,1/31/2019,1:44:00 PM,Mobile Payment,81630,4.761904762,4081.5,6.1
468-01-2051,Galle,Galle,Normal,Male,Grocery & Snacks,18624,7,6518.4,136886.4,3/6/2019,1:46:00 PM,Mobile Payment,130368,4.761904762,6518.4,5.4
389-25-3394,Kandy,Kandy,Normal,Male,Mobile & Accessories,3543,5,885.75,18600.75,2/17/2019,6:06:00 PM,Cash,17715,4.761904762,885.75,9.4
279-62-1445,Kandy,Kandy,Member,Female,Apparel & Footwear,3762,1,188.1,3950.1,2/21/2019,12:38:00 PM,Cash,3762,4.761904762,188.1,8.2
213-72-6612,Colombo,Colombo,Normal,Male,Grocery & Snacks,12975,2,1297.5,27247.5,3/20/2019,3:56:00 PM,Cash,25950,4.761904762,1297.5,6.2
746-68-6593,Kandy,Kandy,Member,Female,Travel Packs & Gear,26148,2,2614.8,54910.8,1/11/2019,2:29:00 PM,Credit Card,52296,4.761904762,2614.8,9.7
836-82-5858,Galle,Galle,Member,Male,Ayurvedic & Personal Care,20811,9,9364.95,196663.95,1/26/2019,7:14:00 PM,Mobile Payment,187299,4.761904762,9364.95,4
583-72-1480,Kandy,Kandy,Member,Male,Mobile & Accessories,11118,4,2223.6,46695.6,1/31/2019,4:24:00 PM,Mobile Payment,44472,4.761904762,2223.6,9.7
466-61-5506,Galle,Galle,Member,Female,Mobile & Accessories,27210,6,8163,171423,2/26/2019,10:52:00 AM,Cash,163260,4.761904762,8163,5.3
721-86-6247,Colombo,Colombo,Normal,Female,Household Essentials,19026,8,7610.4,159818.4,3/11/2019,12:55:00 PM,Mobile Payment,152208,4.761904762,7610.4,7.4
289-65-5721,Galle,Galle,Normal,Female,Apparel & Footwear,24411,2,2441.1,51263.1,1/26/2019,7:28:00 PM,Cash,48822,4.761904762,2441.1,6.5
545-46-3100,Galle,Galle,Member,Female,Mobile & Accessories,3177,3,476.55,10007.55,3/12/2019,1:52:00 PM,Credit Card,9531,4.761904762,476.55,8.7
418-02-5978,Galle,Galle,Normal,Female,Ayurvedic & Personal Care,25227,9,11352.15,238395.15,2/11/2019,10:54:00 AM,Cash,227043,4.761904762,11352.15,8
269-04-5750,Galle,Galle,Member,Male,Apparel & Footwear,22146,4,4429.2,93013.2,2/21/2019,6:31:00 PM,Cash,88584,4.761904762,4429.2,6.7
157-13-5295,Colombo,Colombo,Member,Male,Ayurvedic & Personal Care,15582,10,7791,163611,3/9/2019,6:24:00 PM,Mobile Payment,155820,4.761904762,7791,6.5
645-78-8093,Colombo,Colombo,Normal,Female,Travel Packs & Gear,27942,2,2794.2,58678.2,1/20/2019,6:09:00 PM,Mobile Payment,55884,4.761904762,2794.2,4.1
211-30-9270,Kandy,Kandy,Normal,Male,Ayurvedic & Personal Care,5223,5,1305.75,27420.75,1/28/2019,3:16:00 PM,Credit Card,26115,4.761904762,1305.75,4.9
755-12-3214,Kandy,Kandy,Member,Female,Apparel & Footwear,13266,5,3316.5,69646.5,3/5/2019,5:07:00 PM,Credit Card,66330,4.761904762,3316.5,8.6
346-84-3103,Galle,Galle,Member,Female,Mobile & Accessories,3966,5,991.5,20821.5,3/2/2019,7:26:00 PM,Cash,19830,4.761904762,991.5,4.3
478-06-7835,Colombo,Colombo,Normal,Male,Apparel & Footwear,26907,1,1345.35,28252.35,1/11/2019,11:20:00 AM,Mobile Payment,26907,4.761904762,1345.35,4.9
540-11-4336,Colombo,Colombo,Normal,Male,Grocery & Snacks,7482,9,3366.9,70704.9,1/11/2019,4:49:00 PM,Credit Card,67338,4.761904762,3366.9,5.6
448-81-5016,Colombo,Colombo,Normal,Male,Ayurvedic & Personal Care,17931,2,1793.1,37655.1,3/11/2019,12:01:00 PM,Credit Card,35862,4.761904762,1793.1,5.8
142-72-4741,Kandy,Kandy,Member,Male,Apparel & Footwear,27960,2,2796,58716,2/28/2019,6:37:00 PM,Credit Card,55920,4.761904762,2796,6
217-58-1179,Colombo,Colombo,Member,Male,Household Essentials,18795,4,3759,78939,1/5/2019,11:25:00 AM,Cash,75180,4.761904762,3759,4.2
376-02-8238,Galle,Galle,Normal,Male,Household Essentials,28161,8,11264.4,236552.4,2/2/2019,6:42:00 PM,Credit Card,225288,4.761904762,11264.4,8.3
530-90-9855,Colombo,Colombo,Member,Male,Household Essentials,14277,8,5710.8,119926.8,1/1/2019,2:47:00 PM,Cash,114216,4.761904762,5710.8,5.7
866-05-7563,Galle,Galle,Member,Female,Mobile & Accessories,24420,3,3663,76923,2/9/2019,7:43:00 PM,Cash,73260,4.761904762,3663,4.8
604-70-6476,Colombo,Colombo,Member,Male,Apparel & Footwear,5382,5,1345.5,28255.5,1/23/2019,2:04:00 PM,Mobile Payment,26910,4.761904762,1345.5,6.8
799-71-1548,Colombo,Colombo,Member,Male,Mobile & Accessories,23316,4,4663.2,97927.2,1/7/2019,4:11:00 PM,Credit Card,93264,4.761904762,4663.2,8.8
785-13-7708,Galle,Galle,Normal,Male,Grocery & Snacks,21918,7,7671.3,161097.3,1/14/2019,7:06:00 PM,Credit Card,153426,4.761904762,7671.3,4.2
845-51-0542,Galle,Galle,Member,Male,Grocery & Snacks,13965,9,6284.25,131969.25,2/2/2019,3:34:00 PM,Mobile Payment,125685,4.761904762,6284.25,6.4
662-47-5456,Kandy,Kandy,Member,Male,Apparel & Footwear,10557,10,5278.5,110848.5,3/17/2019,7:06:00 PM,Credit Card,105570,4.761904762,5278.5,8.4
883-17-4236,Kandy,Kandy,Normal,Female,Travel Packs & Gear,4317,2,431.7,9065.7,3/2/2019,7:44:00 PM,Credit Card,8634,4.761904762,431.7,7.2
290-68-2984,Colombo,Colombo,Normal,Male,Household Essentials,7125,4,1425,29925,3/16/2019,11:22:00 AM,Cash,28500,4.761904762,1425,5.2
704-11-6354,Colombo,Colombo,Member,Male,Household Essentials,17670,8,7068,148428,1/6/2019,11:23:00 AM,Cash,141360,4.761904762,7068,8.9
110-48-7033,Galle,Galle,Member,Male,Apparel & Footwear,9786,4,1957.2,41101.2,1/29/2019,2:12:00 PM,Cash,39144,4.761904762,1957.2,9
366-93-0948,Colombo,Colombo,Member,Male,Mobile & Accessories,19905,1,995.25,20900.25,1/31/2019,10:46:00 AM,Credit Card,19905,4.761904762,995.25,9.7
729-09-9681,Colombo,Colombo,Member,Male,Household Essentials,7773,6,2331.9,48969.9,2/5/2019,10:16:00 AM,Mobile Payment,46638,4.761904762,2331.9,8.7
151-16-1484,Colombo,Colombo,Member,Male,Mobile & Accessories,9675,4,1935,40635,2/13/2019,12:38:00 PM,Mobile Payment,38700,4.761904762,1935,6.5
380-94-4661,Kandy,Kandy,Member,Male,Mobile & Accessories,19782,4,3956.4,83084.4,2/7/2019,1:05:00 PM,Credit Card,79128,4.761904762,3956.4,6.9
850-41-9669,Colombo,Colombo,Normal,Female,Mobile & Accessories,22518,9,10133.1,212795.1,3/19/2019,1:25:00 PM,Mobile Payment,202662,4.761904762,10133.1,6.2
821-07-3596,Kandy,Kandy,Normal,Female,Apparel & Footwear,4935,4,987,20727,3/7/2019,2:53:00 PM,Mobile Payment,19740,4.761904762,987,5.6
655-85-5130,Galle,Galle,Member,Female,Apparel & Footwear,11490,4,2298,48258,3/13/2019,7:22:00 PM,Cash,45960,4.761904762,2298,5.7
447-15-7839,Colombo,Colombo,Member,Female,Travel Packs & Gear,6672,10,3336,70056,2/9/2019,11:00:00 AM,Cash,66720,4.761904762,3336,4.2
154-74-7179,Galle,Galle,Normal,Male,Travel Packs & Gear,16335,1,816.75,17151.75,2/26/2019,7:24:00 PM,Mobile Payment,16335,4.761904762,816.75,7.9
253-12-6086,Colombo,Colombo,Member,Female,Travel Packs & Gear,29520,7,10332,216972,3/12/2019,12:43:00 PM,Credit Card,206640,4.761904762,10332,8.7
808-65-0703,Kandy,Kandy,Normal,Male,Household Essentials,10641,4,2128.2,44692.2,3/14/2019,5:22:00 PM,Credit Card,42564,4.761904762,2128.2,6.9
571-94-0759,Galle,Galle,Member,Female,Grocery & Snacks,22380,10,11190,234990,1/8/2019,8:55:00 PM,Cash,223800,4.761904762,11190,9.5
144-51-6085,Colombo,Colombo,Member,Male,Household Essentials,21222,4,4244.4,89132.4,1/5/2019,4:05:00 PM,Credit Card,84888,4.761904762,4244.4,4.4
731-14-2199,Colombo,Colombo,Member,Female,Household Essentials,10662,10,5331,111951,1/4/2019,1:34:00 PM,Mobile Payment,106620,4.761904762,5331,7
783-09-1637,Galle,Galle,Normal,Female,Travel Packs & Gear,20229,5,5057.25,106202.25,3/6/2019,6:13:00 PM,Mobile Payment,101145,4.761904762,5057.25,6.3
687-15-1097,Kandy,Kandy,Member,Female,Ayurvedic & Personal Care,6336,2,633.6,13305.6,1/3/2019,7:17:00 PM,Cash,12672,4.761904762,633.6,9.7
126-54-1082,Colombo,Colombo,Member,Female,Household Essentials,6462,9,2907.9,61065.9,1/7/2019,11:44:00 AM,Credit Card,58158,4.761904762,2907.9,8.8
633-91-1052,Colombo,Colombo,Normal,Female,Household Essentials,3609,2,360.9,7578.9,1/27/2019,3:51:00 PM,Cash,7218,4.761904762,360.9,5.1
477-24-6490,Galle,Galle,Normal,Female,Ayurvedic & Personal Care,29913,6,8973.9,188451.9,2/26/2019,4:52:00 PM,Mobile Payment,179478,4.761904762,8973.9,7.9
566-19-5475,Galle,Galle,Normal,Male,Apparel & Footwear,14391,7,5036.85,105773.85,1/7/2019,8:52:00 PM,Cash,100737,4.761904762,5036.85,6.2
526-86-8552,Kandy,Kandy,Member,Female,Household Essentials,6546,10,3273,68733,1/7/2019,5:36:00 PM,Cash,65460,4.761904762,3273,7.1
376-56-3573,Kandy,Kandy,Normal,Female,Apparel & Footwear,28626,4,5725.2,120229.2,2/2/2019,1:23:00 PM,Mobile Payment,114504,4.761904762,5725.2,6.4
537-72-0426,Kandy,Kandy,Member,Male,Apparel & Footwear,21297,10,10648.5,223618.5,3/20/2019,4:28:00 PM,Cash,212970,4.761904762,10648.5,5.7
828-61-5674,Colombo,Colombo,Member,Male,Travel Packs & Gear,13206,10,6603,138663,3/20/2019,7:57:00 PM,Credit Card,132060,4.761904762,6603,9.6
136-08-6195,Colombo,Colombo,Normal,Female,Household Essentials,20988,8,8395.2,176299.2,2/15/2019,5:01:00 PM,Credit Card,167904,4.761904762,8395.2,6.4
523-38-0215,Kandy,Kandy,Normal,Male,Household Essentials,11100,1,555,11655,3/6/2019,1:29:00 PM,Credit Card,11100,4.761904762,555,7.9
490-29-1201,Colombo,Colombo,Normal,Female,Travel Packs & Gear,4602,1,230.1,4832.1,1/6/2019,11:09:00 AM,Cash,4602,4.761904762,230.1,6.5
667-92-0055,Colombo,Colombo,Member,Male,Ayurvedic & Personal Care,29949,6,8984.7,188678.7,3/4/2019,3:02:00 PM,Mobile Payment,179694,4.761904762,8984.7,8.5
565-17-3836,Colombo,Colombo,Member,Female,Ayurvedic & Personal Care,14301,4,2860.2,60064.2,3/12/2019,2:21:00 PM,Cash,57204,4.761904762,2860.2,9.1
498-41-1961,Galle,Galle,Normal,Male,Ayurvedic & Personal Care,20004,5,5001,105021,2/20/2019,6:01:00 PM,Cash,100020,4.761904762,5001,7.6
593-95-4461,Kandy,Kandy,Member,Male,Household Essentials,22458,1,1122.9,23580.9,3/24/2019,2:49:00 PM,Cash,22458,4.761904762,1122.9,6.9
226-71-3580,Kandy,Kandy,Normal,Female,Travel Packs & Gear,7125,9,3206.25,67331.25,1/31/2019,12:02:00 PM,Cash,64125,4.761904762,3206.25,9.5
283-79-9594,Galle,Galle,Normal,Female,Grocery & Snacks,14553,7,5093.55,106964.55,1/25/2019,1:30:00 PM,Credit Card,101871,4.761904762,5093.55,5.2
430-60-3493,Colombo,Colombo,Member,Female,Household Essentials,28464,7,9962.4,209210.4,2/3/2019,2:38:00 PM,Cash,199248,4.761904762,9962.4,4.2
139-20-0155,Galle,Galle,Member,Male,Mobile & Accessories,12090,10,6045,126945,1/24/2019,5:37:00 PM,Credit Card,120900,4.761904762,6045,7
558-80-4082,Kandy,Kandy,Normal,Male,Mobile & Accessories,8355,7,2924.25,61409.25,3/14/2019,5:20:00 PM,Mobile Payment,58485,4.761904762,2924.25,6
278-97-7759,Colombo,Colombo,Member,Female,Mobile & Accessories,18744,1,937.2,19681.2,2/18/2019,8:29:00 PM,Cash,18744,4.761904762,937.2,4.7
316-68-6352,Colombo,Colombo,Member,Female,Grocery & Snacks,10908,2,1090.8,22906.8,1/21/2019,10:00:00 AM,Cash,21816,4.761904762,1090.8,7.1
585-03-5943,Galle,Galle,Normal,Male,Ayurvedic & Personal Care,5433,10,2716.5,57046.5,3/13/2019,11:46:00 AM,Mobile Payment,54330,4.761904762,2716.5,5.9
211-05-0490,Kandy,Kandy,Member,Female,Mobile & Accessories,15576,5,3894,81774,3/3/2019,1:42:00 PM,Cash,77880,4.761904762,3894,7.5
727-75-6477,Kandy,Kandy,Normal,Male,Mobile & Accessories,8652,4,1730.4,36338.4,3/29/2019,2:44:00 PM,Cash,34608,4.761904762,1730.4,6.4
744-02-5987,Colombo,Colombo,Member,Male,Household Essentials,23514,6,7054.2,148138.2,1/10/2019,2:16:00 PM,Mobile Payment,141084,4.761904762,7054.2,5.8
307-83-9164,Colombo,Colombo,Member,Male,Household Essentials,18003,4,3600.6,75612.6,1/25/2019,3:54:00 PM,Cash,72012,4.761904762,3600.6,4.5
779-06-0012,Kandy,Kandy,Member,Female,Household Essentials,26583,1,1329.15,27912.15,1/19/2019,10:21:00 AM,Cash,26583,4.761904762,1329.15,7.7
446-47-6729,Kandy,Kandy,Normal,Male,Apparel & Footwear,29946,2,2994.6,62886.6,1/2/2019,6:09:00 PM,Credit Card,59892,4.761904762,2994.6,6.7
573-10-3877,Galle,Galle,Member,Male,Ayurvedic & Personal Care,11703,1,585.15,12288.15,3/12/2019,4:46:00 PM,Credit Card,11703,4.761904762,585.15,4.7
735-06-4124,Kandy,Kandy,Normal,Male,Grocery & Snacks,14583,1,729.15,15312.15,2/25/2019,3:31:00 PM,Cash,14583,4.761904762,729.15,4.4
439-54-7422,Colombo,Colombo,Normal,Female,Mobile & Accessories,15357,4,3071.4,64499.4,3/18/2019,5:15:00 PM,Credit Card,61428,4.761904762,3071.4,4.7
396-90-2219,Galle,Galle,Normal,Female,Mobile & Accessories,4488,8,1795.2,37699.2,2/23/2019,12:29:00 PM,Cash,35904,4.761904762,1795.2,8.6
411-77-0180,Colombo,Colombo,Member,Male,Mobile & Accessories,21660,7,7581,159201,3/26/2019,8:14:00 PM,Mobile Payment,151620,4.761904762,7581,4.3
286-01-5402,Colombo,Colombo,Normal,Female,Travel Packs & Gear,12069,7,4224.15,88707.15,3/30/2019,1:22:00 PM,Cash,84483,4.761904762,4224.15,9.6
803-17-8013,Colombo,Colombo,Member,Female,Household Essentials,26637,8,10654.8,223750.8,2/17/2019,5:09:00 PM,Cash,213096,4.761904762,10654.8,4.1
512-98-1403,Colombo,Colombo,Member,Female,Mobile & Accessories,7944,3,1191.6,25023.6,3/21/2019,10:40:00 AM,Mobile Payment,23832,4.761904762,1191.6,4.7
848-42-2560,Colombo,Colombo,Normal,Female,Apparel & Footwear,24573,2,2457.3,51603.3,3/5/2019,5:43:00 PM,Cash,49146,4.761904762,2457.3,7.8
532-59-7201,Galle,Galle,Member,Male,Travel Packs & Gear,23979,6,7193.7,151067.7,1/31/2019,2:04:00 PM,Cash,143874,4.761904762,7193.7,5.5
181-94-6432,Kandy,Kandy,Member,Male,Apparel & Footwear,20799,2,2079.9,43677.9,2/5/2019,7:05:00 PM,Mobile Payment,41598,4.761904762,2079.9,9.7
870-76-1733,Colombo,Colombo,Member,Female,Grocery & Snacks,4269,5,1067.25,22412.25,2/1/2019,10:08:00 AM,Credit Card,21345,4.761904762,1067.25,4.4
423-64-4619,Colombo,Colombo,Member,Female,Ayurvedic & Personal Care,4665,9,2099.25,44084.25,3/7/2019,1:12:00 PM,Cash,41985,4.761904762,2099.25,5
227-07-4446,Kandy,Kandy,Member,Female,Mobile & Accessories,23439,10,11719.5,246109.5,2/10/2019,8:51:00 PM,Cash,234390,4.761904762,11719.5,4.4
174-36-3675,Kandy,Kandy,Member,Male,Grocery & Snacks,29811,2,2981.1,62603.1,2/14/2019,5:29:00 PM,Cash,59622,4.761904762,2981.1,5.2
428-83-5800,Kandy,Kandy,Member,Female,Grocery & Snacks,6324,3,948.6,19920.6,2/9/2019,10:25:00 AM,Cash,18972,4.761904762,948.6,7.3
603-07-0961,Kandy,Kandy,Member,Male,Mobile & Accessories,22437,5,5609.25,117794.25,1/10/2019,11:34:00 AM,Cash,112185,4.761904762,5609.25,4.9
704-20-4138,Kandy,Kandy,Member,Female,Ayurvedic & Personal Care,8901,7,3115.35,65422.35,3/11/2019,6:58:00 PM,Credit Card,62307,4.761904762,3115.35,8.1
787-15-1757,Kandy,Kandy,Member,Male,Ayurvedic & Personal Care,13221,4,2644.2,55528.2,2/18/2019,4:28:00 PM,Mobile Payment,52884,4.761904762,2644.2,8.4
